edge_id,u,v,distance_km,hydraulic_probability,hydraulic_logit,age_cost,negative_age_cost,chemistry_objective_unconstrained,chemistry_objective_constrained,negative_chemistry_log_objective,phreeqc_objective_change,phreeqc_ok,thermodynamic_constraints_active_count,thermodynamic_bound_hit_count,constraints_binding,reaction_extents,dominant_reaction,dominant_reaction_family,dominant_reaction_unconstrained,dominant_reaction_family_unconstrained,seed,split,is_true_edge,true_process,true_process_family,probability_hydraulic_chemistry,probability_hydraulic_chemistry_age,probability_age_permuted_control
MF2102_P0_M1->MF2102_P1_M3,MF2102_P0_M1,MF2102_P1_M3,1.6324696792698175,0.999999,13.815509557935018,1.3862244685479313e-12,-1.3862244685469705e-12,0.1992515097463301,0.2959726697084687,-0.2592615095198141,0.09672115996213859,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.0, 'anorthite': -0.12199937081545782, 'k_feldspar': 0.012035155279914667, 'NO3src': 0.45808853466111854, 'denit': 0.7614813236187509, 'CaNa_exch': 0.04031305329359791, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.019120702637046353}",denit,denitrification,denit,denitrification,2102,development,0,,,6.698859742305984e-05,6.698859742305984e-05,6.698859742305984e-05
MF2102_P0_M1->MF2102_P2_M3,MF2102_P0_M1,MF2102_P2_M3,1.8508232732170267,0.999999,13.815509557935018,4.6562087520048304e-11,-4.656208751896429e-11,0.16001880618556777,0.1633295578589215,-0.1512862021474826,0.0033107516733537345,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.15412095501236717, 'anorthite': -0.16379386980959385, 'k_feldspar': 0.031187157406877965, 'NO3src': 0.0, 'denit': 0.19131204697574508, 'CaNa_exch': 0.12006414723676397, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.02011546414231514}",denit,denitrification,NO3src,other,2102,development,0,,,0.6052799296465702,0.6052799296465702,0.6052799296465702
MF2102_P0_M1->MF2102_P2_M1,MF2102_P0_M1,MF2102_P2_M1,1.1078547320881327,0.204633440263307,-1.3575828075092913,0.14935564807757742,-0.13920147932558372,0.16123569977624289,0.16250748435613058,-0.15057929661446076,0.0012717845798876914,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.26095452408185615, 'anorthite': -0.34449565457718595, 'k_feldspar': 0.03393292542304775, 'NO3src': 0.038868857069091815, 'denit': 0.0, 'CaNa_exch': 0.12238738124745643, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.028277891710118047}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.014493445223506821,1e-06,0.014493445223506821
MF2102_P0_M1->MF2102_P1_M1,MF2102_P0_M1,MF2102_P1_M1,0.6515136968979441,0.04944826978573896,-2.956115516369796,0.37653665187680174,-0.31957067210895074,0.15882031233139032,0.16049302475586696,-0.14884493616355188,0.0016727124244766411,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.16651865361720988, 'anorthite': -0.37686488740664914, 'k_feldspar': 0.0, 'NO3src': 0.0, 'denit': 0.1902690914403413, 'CaNa_exch': 0.17152772047655968, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05151929509365219}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.010408048000983246,1e-06,0.010408048000983246
MF2102_P0_M2->MF2102_P0_M3,MF2102_P0_M2,MF2102_P0_M3,0.746974835950391,0.999999,13.815509557935018,3.4033762680297e-06,-3.4033704765578296e-06,0.15552417778171804,0.15555524941610138,-0.1445809638826987,3.107163438334504e-05,True,8,6,"{'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.13118001377341762, 'anorthite': -0.04768313377886245, 'k_feldspar': 0.03457108549149905, 'NO3src': 0.0, 'denit': 0.0, 'CaNa_exch': 0.01963979596677659, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0039043323537589158}",albite,silicate_exchange,albite,silicate_exchange,2102,development,1,silicate_weathering,silicate_exchange,0.7409473824924243,0.7409473824924243,0.7409473824924243
MF2102_P0_M2->MF2102_P1_M3,MF2102_P0_M2,MF2102_P1_M3,1.018603574390163,0.999999,13.815509557935018,1.011292161174969e-10,-1.0112921611238335e-10,0.2122704442336169,0.30253739837847915,-0.26431420699976804,0.09026695414486224,True,8,4,"{'calcite': 'upper', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.13477706676089607, 'anorthite': 0.1568022374209716, 'k_feldspar': 0.0013145882666374795, 'NO3src': 0.4662943971055952, 'denit': 0.7761881219400156, 'CaNa_exch': 0.005971386686786055, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04459216705928822}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,4.1879631965401386e-05,4.1879631965401386e-05,4.1879631965401386e-05
MF2102_P0_M2->MF2102_P2_M3,MF2102_P0_M2,MF2102_P2_M3,1.3505974736795998,0.999999,13.815509557935018,2.4947361515556896e-06,-2.4947330397066323e-06,0.16567696815325753,0.1684024295032999,-0.15563737087137866,0.0027254613500423686,True,8,5,"{'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.013490115588008347, 'anorthite': 0.10017047984630699, 'k_feldspar': 0.02486156774010134, 'NO3src': 0.0, 'denit': 0.20440114670733614, 'CaNa_exch': 0.09394948929533055, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05112915778641165}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,0.5057465530846113,0.5057465530846113,0.5057465530846113
MF2102_P0_M2->MF2102_P2_M2,MF2102_P0_M2,MF2102_P2_M2,1.1548010587476938,0.847057107492153,1.7117035154944786,0.2923397600655894,-0.25645434297627395,0.16388882000633992,0.1670271713257238,-0.1544596360888345,0.003138351319383892,True,8,5,"{'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.04276438353948107, 'anorthite': 0.060086270027815754, 'k_feldspar': 0.014616000303515784, 'NO3src': 0.0324249802383087, 'denit': 0.0, 'CaNa_exch': 0.098743978128413, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05170870696824546}",CaNa_exch,silicate_exchange,denit,denitrification,2102,development,0,,,0.025909188452380855,1e-06,0.025909188452380855
MF2102_P0_M2->MF2102_P1_M2,MF2102_P0_M2,MF2102_P1_M2,0.6519287311008161,0.8399918133461506,1.6581671652619585,2.1902509695322197e-07,-2.1902507296722892e-07,0.20202933272328372,0.2840074885688625,-0.24998603746950238,0.08197815584557877,True,8,4,"{'calcite': 'upper', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.12428919382653869, 'anorthite': 0.13712980868514688, 'k_feldspar': 0.010924966468278239, 'NO3src': 0.3986800974834524, 'denit': 0.6981843376121649, 'CaNa_exch': 0.013546957605983833, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05129490525934367}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,3.6360866115398815e-06,3.6360866115398815e-06,3.6360866115398815e-06
MF2102_P0_M3->MF2102_P1_M3,MF2102_P0_M3,MF2102_P1_M3,0.6502350882872938,0.6866665948767416,0.7845810528543814,8.058393244395951e-07,-8.058389997512611e-07,0.20639863911762446,0.2680295776928664,-0.23746418199918506,0.061630938575241934,True,7,3,"{'gypsum': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.27727713017925354, 'anorthite': 0.21516678627706368, 'k_feldspar': -0.03009000358413889, 'NO3src': 0.4505325063014047, 'denit': 0.7636924421242751, 'CaNa_exch': 0.0, 'NaCa_exch': 0.020932614853331585, 'MgNa_exch': 0.0, 'NaMg_exch': 0.03775755180285501}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,8.879314660260032e-06,8.879314660260032e-06,8.879314660260032e-06
MF2102_P0_M3->MF2102_P2_M3,MF2102_P0_M3,MF2102_P2_M3,1.0824182652977474,0.45052956164098734,-0.19853128053135874,0.5645592691860367,-0.44760416719704227,0.15917256667590257,0.16267222672876924,-0.15072099953069465,0.003499660052866671,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.12840682273121956, 'anorthite': 0.1547688077441728, 'k_feldspar': -0.011391180539015902, 'NO3src': 0.0, 'denit': 0.20423599851373683, 'CaNa_exch': 0.06503247783343777, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04066677953928102}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,0.020379471821040152,1e-06,0.020379471821040152
MF2102_P1_M0->MF2102_P1_M1,MF2102_P1_M0,MF2102_P1_M1,0.6722990839724916,0.999999,13.815509557935018,2.0299822091427766e-05,-2.029961605282765e-05,0.15346629106859083,0.15364007378609446,-0.1429222249705903,0.00017378271750362329,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.002683555227290527, 'anorthite': -0.00961204117881777, 'k_feldspar': 0.0021598039810463514, 'NO3src': 0.0, 'denit': 0.20116495493652872, 'CaNa_exch': 0.01964704636730416, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.006221721956082588}",denit,denitrification,denit,denitrification,2102,development,1,denitrification,denitrification,0.7694327411542244,0.7694327411542244,1e-06
MF2102_P1_M0->MF2102_P2_M1,MF2102_P1_M0,MF2102_P2_M1,0.8344481752364369,0.999999,13.815509557935018,7.206901484639172e-07,-7.20689888766897e-07,0.15785685386869397,0.1589329952729922,-0.14749975015231787,0.0010761414042982365,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.10349429074257005, 'anorthite': -0.029268644705125545, 'k_feldspar': 0.03945735541371335, 'NO3src': 0.01738511694298485, 'denit': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0020115187106440192, 'NaMg_exch': 0.0}",albite,silicate_exchange,albite,silicate_exchange,2102,development,0,,,0.6855808873301196,0.6855808873301196,0.6855808873301196
MF2102_P1_M0->MF2102_P0_M1,MF2102_P1_M0,MF2102_P0_M1,0.9082722963435185,0.999999,13.815509557935018,0.00043663516012465507,-0.00043653986273224556,0.16013181429531015,0.16033869196797887,-0.14871193833608903,0.00020687767266872048,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.09380440806566558, 'anorthite': 0.18137370234593764, 'k_feldspar': -0.0064507246559415725, 'NO3src': 0.08376840481691737, 'denit': 0.12726271600405029, 'CaNa_exch': 0.0, 'NaCa_exch': 0.04310051572865439, 'MgNa_exch': 0.0011945747038814266, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.6607958558865216,0.6607958558865216,0.6607958558865216
MF2102_P1_M0->MF2102_P1_M2,MF2102_P1_M0,MF2102_P1_M2,1.41687809096945,0.999999,13.815509557935018,2.0078383400366115e-12,-2.007838340034596e-12,0.20753463266733252,0.3178468250687483,-0.27599921162450314,0.11031219240141577,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.059292122563846375, 'anorthite': 0.03184772845173814, 'k_feldspar': 0.003208154359239228, 'NO3src': 0.5694749736448554, 'denit': 0.893298607842511, 'CaNa_exch': 0.019627888121803817, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.029728517459889043}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,1.4132478672162864e-05,1.4132478672162864e-05,1.4132478672162864e-05
MF2102_P1_M0->MF2102_P2_M2,MF2102_P1_M0,MF2102_P2_M2,1.5067748194357253,0.999999,13.815509557935018,8.7629903333702e-13,-8.762990333366361e-13,0.16609115271511388,0.17086078809697214,-0.15773919462527905,0.0047696353818582615,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.029559257120186318, 'anorthite': 0.06845658509379778, 'k_feldspar': 0.027305038612004968, 'NO3src': 0.004833660069330182, 'denit': 0.0, 'CaNa_exch': 0.02291579807746433, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0027710140167242297, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.4570017774905114,0.4570017774905114,0.4570017774905114
MF2102_P1_M0->MF2102_P0_M2,MF2102_P1_M0,MF2102_P0_M2,1.5555256858494153,0.999999,13.815509557935018,3.619065498282226e-09,-3.6190654917334086e-09,0.15505526518819865,0.15531341725758885,-0.14437166409610075,0.0002581520693901995,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.022051875676934198, 'anorthite': -0.041462219400697095, 'k_feldspar': 0.0017661998533280005, 'NO3src': 0.054863452329582486, 'denit': 0.08351058238038546, 'CaNa_exch': 0.0, 'NaCa_exch': 0.03007681747385559, 'MgNa_exch': 0.032686456213937794, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2102,development,0,,,0.7446647941156259,0.7446647941156259,1e-06
MF2102_P1_M0->MF2102_P1_M3,MF2102_P1_M0,MF2102_P1_M3,2.163172804245667,0.999999,13.815509557935018,2.4424906541753475e-15,-2.4424906541753444e-15,0.21839860469295092,0.3388574319232631,-0.29181658749533873,0.1204588272303122,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.07420639360200718, 'anorthite': 0.051320122890833805, 'k_feldspar': -0.0016712200300561548, 'NO3src': 0.638071721063889, 'denit': 0.9731019900339182, 'CaNa_exch': 0.008837723104890637, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.022228314987120194}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,3.2477072744371967e-06,3.2477072744371967e-06,1e-06
MF2102_P1_M0->MF2102_P2_M3,MF2102_P1_M0,MF2102_P2_M3,2.2160634753342388,0.999999,13.815509557935018,0.0,-0.0,0.17018091658927598,0.1767008946109651,-0.16271467075852464,0.006519978021689132,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.017940949129572812, 'anorthite': 0.08431948989557538, 'k_feldspar': 0.032361842100168244, 'NO3src': 0.0, 'denit': 0.24766401892227508, 'CaNa_exch': 0.032628744291513294, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,0.3463805109693356,0.3463805109693356,1e-06
MF2102_P1_M1->MF2102_P1_M2,MF2102_P1_M1,MF2102_P1_M2,0.7462966073171932,0.999999,13.815509557935018,5.234619529326714e-09,-5.234619515626093e-09,0.1656694345012207,0.17223209293844005,-0.15890970306660857,0.006562658437219343,True,8,4,"{'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.03385247617550443, 'anorthite': -0.025214477164447878, 'k_feldspar': -0.0022909461826948383, 'NO3src': 0.0, 'sulfate_reduction': 0.3814270223995498, 'iron_reduction': 0.00036088902339314943, 'CaNa_exch': 0.03347382870035094, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.03646183281467143}",sulfate_reduction,sulfate_reduction,sulfate_reduction,sulfate_reduction,2102,development,1,sulfate_reduction,sulfate_reduction,0.43014964734777583,0.43014964734777583,1e-06
MF2102_P1_M1->MF2102_P2_M2,MF2102_P1_M1,MF2102_P2_M2,0.8831914967684874,0.999999,13.815509557935018,0.0033089178819377895,-0.0033034554596508086,0.1783567417449801,0.17967902909862737,-0.16524239223789916,0.0013222873536472834,True,10,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.1529446430919868, 'anorthite': -0.11936199225915162, 'k_feldspar': -0.00389346562997228, 'NO3src': 0.25890895296120514, 'sulfate_reduction': 0.05695574847913671, 'iron_reduction': 0.0, 'CaNa_exch': 0.12861863763223474, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04008548372283938}",NO3src,other,NO3src,other,2102,development,0,,,0.29525658348681616,0.29525658348681616,0.29525658348681616
MF2102_P1_M1->MF2102_P0_M2,MF2102_P1_M1,MF2102_P0_M2,1.0102565259965592,0.999999,13.815509557935018,0.030907292388482093,-0.030439280903003164,0.15575173518099303,0.15578427054891536,-0.144779135662816,3.253536792233169e-05,True,10,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.06992173689458862, 'anorthite': -0.11827128912138596, 'k_feldspar': -0.008902635948812843, 'NO3src': 0.19214887558232097, 'sulfate_reduction': 0.023538979901458555, 'iron_reduction': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.018924894797044515, 'NaMg_exch': 0.0}",NO3src,other,NO3src,other,2102,development,0,,,0.7373953361927376,0.7373953361927376,0.7373953361927376
MF2102_P1_M1->MF2102_P1_M3,MF2102_P1_M1,MF2102_P1_M3,1.4914664256284749,0.999999,13.815509557935018,2.8688162956355194e-12,-2.8688162956314045e-12,0.1690298754520847,0.17611293043997478,-0.16221487415161132,0.007083054987890081,True,8,4,"{'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.03655730149281351, 'anorthite': -0.0190950133703809, 'k_feldspar': -0.013465522934281576, 'NO3src': 0.0, 'sulfate_reduction': 0.39578620494780337, 'iron_reduction': 0.06197275068312881, 'CaNa_exch': 0.031737312074058284, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.031308207483051444}",sulfate_reduction,sulfate_reduction,sulfate_reduction,sulfate_reduction,2102,development,0,,,0.35697416475595395,0.35697416475595395,1e-06
MF2102_P1_M1->MF2102_P2_M3,MF2102_P1_M1,MF2102_P2_M3,1.5562503365560234,0.999999,13.815509557935018,1.6593459940805783e-10,-1.6593459939429067e-10,0.15895794248292974,0.15918613270898038,-0.147718149141342,0.00022819022605063966,True,10,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.08758619761459221, 'anorthite': -0.02461271066965858, 'k_feldspar': 0.011804813729002486, 'NO3src': 0.0, 'sulfate_reduction': 0.10389133996962287, 'iron_reduction': 0.0, 'CaNa_exch': 0.08374368076456981, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.02041258555841872}",sulfate_reduction,sulfate_reduction,sulfate_reduction,sulfate_reduction,2102,development,0,,,0.6811876523606094,0.6811876523606094,0.6811876523606094
MF2102_P1_M1->MF2102_P0_M3,MF2102_P1_M1,MF2102_P0_M3,1.622109222988968,0.999999,13.815509557935018,1.7311552193255066e-10,-1.7311552191756618e-10,0.1604894566798892,0.16060224087406794,-0.14893904356181237,0.00011278419417873331,True,10,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.2528168949491962, 'anorthite': -0.2350257917227262, 'k_feldspar': 0.010332029618478894, 'NO3src': 0.21208422721746506, 'sulfate_reduction': 0.06949530598495703, 'iron_reduction': 0.0, 'CaNa_exch': 0.06402725920161333, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",albite,silicate_exchange,albite,silicate_exchange,2102,development,0,,,0.6560473396394647,0.6560473396394647,0.6560473396394647
MF2102_P1_M1->MF2102_P0_M1,MF2102_P1_M1,MF2102_P0_M1,0.6515136968979441,0.950551730214261,2.9561155163697945,1.159107683748229,-0.7696950269670679,0.15688187634302114,0.15689671866474683,-0.14574117773158365,1.4842321725688778e-05,True,10,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.029552872271326337, 'anorthite': 0.0877282885034878, 'k_feldspar': -0.02658434131529275, 'NO3src': 0.19291661133435423, 'sulfate_reduction': 0.04172097684080211, 'iron_reduction': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0023571373314319297, 'MgNa_exch': 0.0, 'NaMg_exch': 0.011863155712606998}",NO3src,other,NO3src,other,2102,development,0,,,0.08092496862385237,1e-06,1e-06
MF2102_P1_M1->MF2102_P2_M1,MF2102_P1_M1,MF2102_P2_M1,0.45634103519018826,0.7953262510290247,1.3573351661518658,0.30684695307009596,-0.26761732990502357,0.16672333760804256,0.1672717516773369,-0.15466918967265184,0.0005484140692943451,True,10,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.19696428973718802, 'anorthite': -0.16428509029376295, 'k_feldspar': 0.012766971478484112, 'NO3src': 0.2419891360103537, 'sulfate_reduction': 0.026494441728492517, 'iron_reduction': 0.0, 'CaNa_exch': 0.07029981840318617, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.023697318096105893}",NO3src,other,NO3src,other,2102,development,0,,,0.022832921700272565,1e-06,0.022832921700272565
MF2102_P1_M2->MF2102_P1_M3,MF2102_P1_M2,MF2102_P1_M3,0.7468871280878824,0.999999,13.815509557935018,0.027782159881599638,-0.027403237847608466,0.15085765417783897,0.150857654177839,-0.1405074506563895,2.7755575615628914e-17,True,9,7,"{'calcite': 'upper', 'dolomite': 'upper', 'NO3src': 'lower', 'sulfate_reduction': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'albite': -0.0004634523556276934, 'anorthite': 0.0002003905648780205, 'k_feldspar': -0.009435866074155214, 'NO3src': 0.0, 'sulfate_reduction': 0.0, 'iron_reduction': 0.05810900557158824, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0042552159853980745, 'NaMg_exch': 0.0}",iron_reduction,iron_reduction,iron_reduction,iron_reduction,2102,development,1,iron_reduction,iron_reduction,0.8068408300651058,0.8068408300651058,1e-06
MF2102_P1_M2->MF2102_P2_M3,MF2102_P1_M2,MF2102_P2_M3,0.8836828699489454,0.999999,13.815509557935018,6.562810337837421,-2.0232428589232434,0.1642305248033575,0.2944445422076591,-0.25808167820071753,0.13021401740430158,True,7,4,"{'sulfate_reduction': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'albite': 0.33022375169883184, 'anorthite': -0.29320828301093654, 'k_feldspar': -0.032975887339440076, 'NO3src': 0.08949479219692287, 'sulfate_reduction': 0.0, 'iron_reduction': 0.0, 'CaNa_exch': 0.2612076176557033, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0744627922168471}",albite,silicate_exchange,sulfate_reduction,sulfate_reduction,2102,development,0,,,7.475403961349708e-05,1e-06,7.475403961349708e-05
MF2102_P1_M2->MF2102_P0_M3,MF2102_P1_M2,MF2102_P0_M3,0.9623265660797463,0.999999,13.815509557935018,6.884946777639304,-2.0649554705684174,0.17532490270406215,0.30813132876128957,-0.26859965224658783,0.13280642605722742,True,7,4,"{'sulfate_reduction': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'albite': 0.527644928277238, 'anorthite': -0.5913371945022239, 'k_feldspar': -0.03985730294126665, 'NO3src': 0.29759587727493486, 'sulfate_reduction': 0.0, 'iron_reduction': 0.0, 'CaNa_exch': 0.28857149708501056, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.07104557707450511}",anorthite,silicate_exchange,sulfate_reduction,sulfate_reduction,2102,development,0,,,2.811762673234824e-05,1e-06,2.811762673234824e-05
