edge_id,u,v,distance_km,hydraulic_probability,hydraulic_logit,age_cost,negative_age_cost,chemistry_objective_unconstrained,chemistry_objective_constrained,negative_chemistry_log_objective,phreeqc_objective_change,phreeqc_ok,thermodynamic_constraints_active_count,thermodynamic_bound_hit_count,constraints_binding,reaction_extents,dominant_reaction,dominant_reaction_family,dominant_reaction_unconstrained,dominant_reaction_family_unconstrained,seed,split,is_true_edge,true_process,true_process_family,probability_hydraulic_chemistry,probability_hydraulic_chemistry_age,permuted_negative_age_cost,probability_age_permuted_control
MF2102_P1_M3->MF2102_P0_M3,MF2102_P1_M3,MF2102_P0_M3,0.6502350882872938,0.31333340512325836,-0.7845810528543815,15.09413473762158,-2.7784549036052373,0.17883020011595982,0.32345166037602213,-0.2802432179349021,0.1446214602600623,True,7,4,"{'sulfate_reduction': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'albite': 0.5757583620890507, 'anorthite': -0.6949245915894214, 'k_feldspar': -0.037084579861182056, 'NO3src': 0.297584990244364, 'sulfate_reduction': 0.0, 'iron_reduction': 0.0, 'CaNa_exch': 0.34855887466072727, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0994322955359982}",anorthite,silicate_exchange,albite,silicate_exchange,2102,development,0,,,1.022027143326084e-07,1.5988455716598049e-06,-0.28251395014827924,2.5248635607006276e-08
MF2102_P1_M3->MF2102_P2_M3,MF2102_P1_M3,MF2102_P2_M3,0.4321831770104536,0.27068347828411954,-0.9911576624924618,14.742277968553921,-2.7563499573304604,0.16558946526178558,0.3095143064263469,-0.2696563100119815,0.14392484116456133,True,7,4,"{'sulfate_reduction': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'albite': 0.3628840546847412, 'anorthite': -0.3556002455268968, 'k_feldspar': -0.02835719396823147, 'NO3src': 0.08948665783499907, 'sulfate_reduction': 0.0, 'iron_reduction': 0.0, 'CaNa_exch': 0.2999043533514908, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.09557865843179716}",albite,silicate_exchange,sulfate_reduction,sulfate_reduction,2102,development,0,,,2.5648195343908025e-07,4.074413931901892e-06,-0.2663244911756866,6.497815845308427e-08
MF2102_P2_M0->MF2102_P2_M1,MF2102_P2_M0,MF2102_P2_M1,0.6726540356099562,0.999999,13.815509557935018,0.0011502639836922573,-0.0011496029369464486,0.15455967874859675,0.15465642499749524,-0.14380283218687767,9.674624889849381e-05,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.14685490270828427, 'anorthite': -0.0767852372303084, 'k_feldspar': 0.02629236870489295, 'NO3src': 0.0, 'denit': 0.0, 'CaNa_exch': 0.038784328880902635, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.012613941388835379}",albite,silicate_exchange,albite,silicate_exchange,2102,development,1,silicate_weathering,silicate_exchange,0.7545894143403286,0.7489033570140551,-0.0072633427943788334,0.7508092796381726
MF2102_P2_M0->MF2102_P1_M1,MF2102_P2_M0,MF2102_P1_M1,0.7871301835989082,0.999999,13.815509557935018,0.0023430279086471915,-0.002340287298805596,0.1562127542430356,0.15773012203284337,-0.14646129674987024,0.0015173677898077664,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.015273310567527624, 'albite': 0.042974948922672764, 'anorthite': -0.06602311276155333, 'k_feldspar': -0.003254493735747193, 'NO3src': 0.0, 'denit': 0.21293862985050624, 'CaNa_exch': 0.060412068517335216, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.025463191349631122}",denit,denitrification,NO3src,other,2102,development,0,,,0.7060101506249783,0.6965699214278833,-2.0773131143848698,0.9863413893389423
MF2102_P2_M0->MF2102_P0_M1,MF2102_P2_M0,MF2102_P0_M1,1.256956032902357,0.999999,13.815509557935018,0.02581453518841419,-0.025486965485056922,0.15487261585037876,0.15487261584937684,-0.1439900485835451,-1.0019207685729725e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.07107413213856971, 'anorthite': 0.16696148055440765, 'k_feldspar': -0.01525207647129564, 'NO3src': 0.0, 'denit': 0.06052473623630155, 'CaNa_exch': 0.0, 'NaCa_exch': 0.024777704705203563, 'MgNa_exch': 0.0, 'NaMg_exch': 0.005091619307360131}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.7513519336285719,0.7529946255818019,-0.00016104949477355662,0.7450827291967124
MF2102_P2_M0->MF2102_P2_M2,MF2102_P2_M0,MF2102_P2_M2,1.418210525319374,0.999999,13.815509557935018,0.003504289977864157,-0.0034981642604284984,0.16095787667024053,0.16134665458809444,-0.14958024091200883,0.0003887779178539108,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.08159851819151843, 'anorthite': 0.011573800295378559, 'k_feldspar': 0.01149107458996753, 'NO3src': 0.0, 'denit': 0.0, 'CaNa_exch': 0.07229676431350426, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.01710847438300531}",albite,silicate_exchange,NO3src,other,2102,development,0,,,0.6424737036474296,0.6279717350339505,-0.3556931597937548,0.7519193549624372
MF2102_P2_M0->MF2102_P1_M2,MF2102_P2_M0,MF2102_P1_M2,1.4838713366018854,0.999999,13.815509557935018,0.17758100628566367,-0.16346233968921858,0.20048291057563156,0.28523199513072595,-0.25093924300938913,0.08474908455509439,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.043250033984763764, 'anorthite': 0.016369523005206797, 'k_feldspar': 0.0, 'NO3src': 0.4732177983499095, 'denit': 0.8183443718988163, 'CaNa_exch': 0.04074277095209868, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.042153669241656096}",denit,denitrification,denit,denitrification,2102,development,0,,,0.00014520740144529214,9.457980343413466e-05,-0.025486965485056922,7.519972436117174e-05
MF2102_P2_M0->MF2102_P0_M2,MF2102_P2_M0,MF2102_P0_M2,1.7893454125198012,0.999999,13.815509557935018,0.01656588658823885,-0.016430169091716438,0.1518418513146287,0.15184185131117336,-0.1413622710017443,-3.4553471195408747e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.04501203283520574, 'anorthite': -0.06520936739709879, 'k_feldspar': -0.002124952053252713, 'NO3src': 0.0, 'denit': 0.042554398686257704, 'CaNa_exch': 0.0, 'NaCa_exch': 0.002343961546699957, 'MgNa_exch': 0.016707412155488703, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.7941524224119649,0.7958060519191663,-0.016430169091716438,0.7958060519191663
MF2102_P2_M0->MF2102_P2_M3,MF2102_P2_M0,MF2102_P2_M3,2.162825386012457,0.999999,13.815509557935018,3.425029689548194e-05,-3.424971036745569e-05,0.16463889351492958,0.16635842251544952,-0.15388643564536758,0.0017195290005199426,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.07430970848885718, 'anorthite': 0.017223384275539773, 'k_feldspar': 0.016713067324862833, 'NO3src': 0.0, 'denit': 0.2597218757961171, 'CaNa_exch': 0.09140373948394327, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.02673478089029155}",denit,denitrification,NO3src,other,2102,development,0,,,0.5463096946539898,0.5226271804973741,-0.0034981642604284984,0.5240633028175735
MF2102_P2_M0->MF2102_P1_M3,MF2102_P2_M0,MF2102_P1_M3,2.1990545310983327,0.999999,13.815509557935018,0.174038937806007,-0.16044988764125423,0.2108189593867853,0.3038731250531698,-0.2653391620324598,0.09305416566638453,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.05294400514653858, 'anorthite': 0.032200688057098505, 'k_feldspar': -0.008298592904068772, 'NO3src': 0.5418762350187802, 'denit': 0.8991766483421966, 'CaNa_exch': 0.033366891640135295, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0352734859526633}",denit,denitrification,anorthite,silicate_exchange,2102,development,0,,,3.80733137472398e-05,2.2555068246207086e-05,-0.00017693060425002288,1.728070566594217e-05
MF2102_P2_M1->MF2102_P2_M2,MF2102_P2_M1,MF2102_P2_M2,0.7459055169929808,0.999999,13.815509557935018,0.03635549977918355,-0.03571023148099778,0.15400584739619044,0.15407250640970163,-0.14329699662316053,6.665901351118886e-05,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.0867699162873653, 'anorthite': 0.10219161494141853, 'k_feldspar': -0.017207066082410558, 'NO3src': 0.0, 'denit': 0.004697523900155037, 'CaNa_exch': 0.023037609628965044, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,1,carbonate_weathering,carbonate,0.7631935464241105,0.7685947954495002,-0.002340287298805596,0.7585841157801626
MF2102_P2_M1->MF2102_P1_M2,MF2102_P2_M1,MF2102_P1_M2,0.8900949413089807,0.999999,13.815509557935018,0.30515850239823905,-0.2663244911756866,0.19917952492433377,0.26072216295643375,-0.23168470198192487,0.06154263803209997,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.1835441974354069, 'anorthite': 0.07496510239418475, 'k_feldspar': -0.03042603198474835, 'NO3src': 0.5264382746393869, 'denit': 0.8741968247396384, 'CaNa_exch': 0.010828688127345975, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.03195706191009076}",denit,denitrification,denit,denitrification,2102,development,0,,,0.0008691609047135625,0.000757400663101755,-0.019055534701464615,0.0005022938930405451
MF2102_P2_M1->MF2102_P0_M2,MF2102_P2_M1,MF2102_P0_M2,1.360489725101921,0.999999,13.815509557935018,0.158473112024614,-0.14710285531980064,0.1553055687028033,0.15530556870694318,-0.14436487063452758,4.1398828809491306e-12,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.07281326590661477, 'anorthite': -0.0391780904545858, 'k_feldspar': -0.03771668942644819, 'NO3src': 0.043555682046822614, 'denit': 0.09987895363739747, 'CaNa_exch': 0.0, 'NaCa_exch': 0.013708834500480509, 'MgNa_exch': 0.022480710514705307, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2102,development,0,,,0.744784864832498,0.782379953241729,-0.1674137530188583,0.7880726367360126
MF2102_P2_M1->MF2102_P2_M3,MF2102_P2_M1,MF2102_P2_M3,1.4914754246163697,0.999999,13.815509557935018,0.0006286436250888743,-0.0006284461114579802,0.15945584388298403,0.15945703915022447,-0.14795182584137478,1.1952672404336173e-06,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.09110573632302625, 'anorthite': 0.10398648032182738, 'k_feldspar': -0.013574856156516877, 'NO3src': 0.0, 'denit': 0.2704294811503835, 'CaNa_exch': 0.04244351916118333, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.007367156690237079}",denit,denitrification,denit,denitrification,2102,development,0,,,0.6764511842507028,0.6638064052020802,-1.6588582158827876e-05,0.6635794261148094
MF2102_P2_M1->MF2102_P1_M3,MF2102_P2_M1,MF2102_P1_M3,1.5561175312931306,0.999999,13.815509557935018,0.2770924329328525,-0.24458595730704527,0.2096830487964552,0.2772871025697101,-0.2447383775989626,0.06760405377325493,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.19574502209982325, 'anorthite': 0.09181540399670339, 'k_feldspar': -0.04170893158269982, 'NO3src': 0.5989249897998518, 'denit': 0.9588894275827429, 'CaNa_exch': 0.0035581271710372234, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.02467872991214564}",denit,denitrification,denit,denitrification,2102,development,0,,,0.00025840875294087416,0.00020020171129538967,-0.1486578012210133,0.00017070242488484978
MF2102_P2_M1->MF2102_P0_M3,MF2102_P2_M1,MF2102_P0_M3,1.84979077614562,0.999999,13.815509557935018,0.00712490229262828,-0.007099640099086481,0.15429869026778878,0.1542986902705693,-0.1434929649855425,2.780525809598089e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.04775024771113613, 'anorthite': -0.07578360090507878, 'k_feldspar': -0.0012276998240782094, 'NO3src': 0.06198058490280869, 'denit': 0.11296798976326546, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.01817277932419611, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2102,development,0,,,0.7598850458628253,0.7564660939935721,-0.062123368931349246,0.772916152894977
MF2102_P2_M1->MF2102_P0_M1,MF2102_P2_M1,MF2102_P0_M1,1.1078547320881327,0.795366559736693,1.3575828075092913,2.0869245649502406,-1.1271753088593635,0.15899551973526893,0.15899551973422898,-0.14755369871962454,-1.0399459071663841e-12,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.21519165048082597, 'anorthite': 0.23138243827215302, 'k_feldspar': -0.04479161503185297, 'NO3src': 0.041978247023637644, 'denit': 0.1074140296675891, 'CaNa_exch': 0.0, 'NaCa_exch': 0.054056550375082155, 'MgNa_exch': 0.0010039494479511866, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.043320104289442656,0.10742235627408288,-0.0024112929851236513,0.01822248027017991
MF2102_P2_M1->MF2102_P1_M1,MF2102_P2_M1,MF2102_P1_M1,0.45634103519018826,0.2046737489709754,-1.3573351661518656,1.4163861623610143,-0.8822731027145767,0.1603034199533945,0.1603509925937813,-0.1487225391724562,4.757264038679487e-05,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.015316057454623791, 'albite': -0.07656109160097983, 'anorthite': -0.06419337332610575, 'k_feldspar': -0.03631509293027567, 'NO3src': 0.0, 'denit': 0.2442752473055237, 'CaNa_exch': 0.05728275480577398, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.021605424299993105}",denit,denitrification,denit,denitrification,2102,development,0,,,0.017178648376460142,0.024924833320458504,-0.0011496029369464486,0.005875439294580035
MF2102_P2_M2->MF2102_P2_M3,MF2102_P2_M2,MF2102_P2_M3,0.7462675442703072,0.999999,13.815509557935018,0.007340194960847524,-0.007313386834467958,0.1553379130958985,0.1553379130968654,-0.1443928666366621,9.668932321460488e-13,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.0014124217342973927, 'anorthite': 0.0, 'k_feldspar': 0.0005664180482427229, 'NO3src': 0.0, 'denit': 0.2622916315743408, 'CaNa_exch': 0.017674555779450502, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.004539943906378121}",denit,denitrification,denit,denitrification,2102,development,1,denitrification,denitrification,0.744289812164296,0.739713826172851,-2.117007448984686,0.9895516095548479
MF2102_P2_M2->MF2102_P1_M3,MF2102_P2_M2,MF2102_P1_M3,0.876656224769491,0.999999,13.815509557935018,0.6458269157742447,-0.49824294227512006,0.20545975313970335,0.26269468790298345,-0.23324807851849633,0.05723493476328009,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.08532691512341498, 'anorthite': -0.08672225082942345, 'k_feldspar': -0.029504299516070656, 'NO3src': 0.6537875352738215, 'denit': 1.013790397661606, 'CaNa_exch': 0.021494594194731615, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.040076860065339316}",denit,denitrification,denit,denitrification,2102,development,0,,,0.0007516713219449717,0.0009534152026118664,-0.6539610538243059,0.0012346875275518142
MF2102_P2_M2->MF2102_P0_M3,MF2102_P2_M2,MF2102_P0_M3,1.33818109397105,0.999999,13.815509557935018,0.007103516868186894,-0.007078405740322842,0.15962165744862622,0.15962165744618742,-0.14809379454341237,-2.4387991626184657e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.17192832358921145, 'anorthite': -0.28671057401808947, 'k_feldspar': 0.004867128999038095, 'NO3src': 0.13290701988415754, 'denit': 0.19032260134509543, 'CaNa_exch': 0.033057927909636464, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.6735557295636324,0.6630552133840879,-0.18519147091994315,0.7257098930554376
MF2102_P2_M2->MF2102_P1_M2,MF2102_P2_M2,MF2102_P1_M2,0.5028723276468781,0.48824533891216715,-0.04702730944206387,0.49820874675301674,-0.4042702256890906,0.19779663306354098,0.25737203638336553,-0.22902385748250376,0.059575403319824555,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.05854949368951563, 'anorthite': -0.15750172729287723, 'k_feldspar': -0.021802544545221545, 'NO3src': 0.59965083638181, 'denit': 0.9596665225526052, 'CaNa_exch': 0.05851327209306937, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05862302373963721}",denit,denitrification,denit,denitrification,2102,development,0,,,1.5031065754493337e-05,6.575980129326449e-06,-0.5126078696253371,7.87332178275354e-06
MF2102_P2_M2->MF2102_P0_M2,MF2102_P2_M2,MF2102_P0_M2,1.1548010587476938,0.15294289250784698,-1.7117035154944789,1.4717724894317976,-0.9049355003404627,0.1621404655657692,0.16214046555982642,-0.15026353370561518,-5.942774050637922e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.04011719950520154, 'anorthite': -0.30390839838579947, 'k_feldspar': -0.0236791196167944, 'NO3src': 0.08820432475290793, 'denit': 0.1723040125646502, 'CaNa_exch': 0.03548643575056925, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.013385713443643706,0.019534951060907364,-0.4908257426354276,0.009911738765792592
MF2102_P2_M3->MF2102_P1_M3,MF2102_P2_M3,MF2102_P1_M3,0.4321831770104536,0.7293165217158805,0.9911576624924618,0.6696397250057327,-0.5126078696253371,0.16558946526403362,0.17359732721828047,-0.16007367042267184,0.008007861954246853,True,9,5,"{'calcite': 'upper', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.10122372118817816, 'anorthite': -0.0519720074888603, 'k_feldspar': -0.030352992100089703, 'NO3src': 0.0, 'sulfate_reduction': 0.29946896864216105, 'iron_reduction': 0.08031106370544688, 'CaNa_exch': 0.0, 'NaCa_exch': 0.01977258510249611, 'MgNa_exch': 0.0, 'NaMg_exch': 0.021862622726494484}",sulfate_reduction,sulfate_reduction,sulfate_reduction,sulfate_reduction,2102,development,0,,,0.012460652852757714,0.010778895901035293,-0.007078405740322842,0.0046811456006181145
MF2102_P2_M3->MF2102_P0_M3,MF2102_P2_M3,MF2102_P0_M3,1.0824182652977474,0.5494704383590127,0.19853128053135877,0.9231434365687672,-0.6539610538243059,0.15906480934650363,0.15908942467388462,-0.14763471813173326,2.4615327380989038e-05,True,9,7,"{'dolomite': 'lower', 'gypsum': 'lower', 'sulfate_reduction': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.20286082399861877, 'anorthite': -0.33434578518881514, 'k_feldspar': -0.0032851903056472765, 'NO3src': 0.20309833241836492, 'sulfate_reduction': 0.0, 'iron_reduction': 0.0, 'CaNa_exch': 0.03957050871354879, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2102,development,0,,,0.030401781527796726,0.03389439005867172,-0.023842268598606692,0.012161016182412073
MF2103_P0_M0->MF2103_P0_M1,MF2103_P0_M0,MF2103_P0_M1,0.6714939746376056,0.999999,13.815509557935018,0.0002825682953929288,-0.000282528380491095,0.15665727614501762,0.1566572761462009,-0.14553418665211207,1.1832756996454918e-12,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.13874450173964756, 'anorthite': 0.225000187445672, 'k_feldspar': -0.006789274550260627, 'NO3src': 0.0, 'denit': 0.018839015830683363, 'CaNa_exch': 0.0, 'NaCa_exch': 0.036884430763455496, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2103,development,1,carbonate_weathering,carbonate,0.723577577040147,0.7149547438050291,-0.0021821754379034368,0.7155977314697686
MF2103_P0_M0->MF2103_P1_M1,MF2103_P0_M0,MF2103_P1_M1,0.9545195917193524,0.999999,13.815509557935018,0.0033694326063617697,-0.0033637687873224794,0.15451825876274644,0.15984652233430838,-0.14828768803226094,0.005328263571561936,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.00329397506100246, 'albite': 0.06439589944061223, 'anorthite': -0.15417143863611643, 'k_feldspar': -0.010895031060076296, 'NO3src': 0.0, 'denit': 0.2342456367620931, 'CaNa_exch': 0.11725710037257392, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.033240236168964245}",denit,denitrification,NO3src,other,2103,development,0,,,0.6695798205654458,0.6573551984002168,-0.020482775021935018,0.6637346884789085
MF2103_P0_M0->MF2103_P2_M1,MF2103_P0_M0,MF2103_P2_M1,1.2581332742269777,0.999999,13.815509557935018,0.02069398666024151,-0.020482775021935018,0.15397917006784162,0.15397917006959028,-0.1432161177233392,1.7486567749358528e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.04209522871846818, 'anorthite': 0.0703559102587432, 'k_feldspar': 0.03356790767139739, 'NO3src': 0.0005271090777543263, 'denit': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.03778875706021756, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0310292964692447}",anorthite,silicate_exchange,anorthite,silicate_exchange,2103,development,0,,,0.7645498108234698,0.7655063699033127,-0.6645804953312838,0.9049608530199738
MF2103_P0_M0->MF2103_P0_M2,MF2103_P0_M0,MF2103_P0_M2,1.417815825401241,0.999999,13.815509557935018,0.00030165330041697177,-0.0003016078122076946,0.1523907131975013,0.15239071319751324,-0.14183866553341984,1.1934897514720433e-14,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.01713863830045778, 'anorthite': 0.0, 'k_feldspar': 0.005287962414249838, 'NO3src': 0.05117411265141572, 'denit': 0.057714416689527426, 'CaNa_exch': 0.0, 'NaCa_exch': 0.03881245475421266, 'MgNa_exch': 0.014257065318396786, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2103,development,0,,,0.786817740966917,0.7835064572147541,-0.016597679217191994,0.7880652982251093
