edge_id,u,v,distance_km,hydraulic_probability,hydraulic_logit,age_cost,negative_age_cost,chemistry_objective_unconstrained,chemistry_objective_constrained,negative_chemistry_log_objective,phreeqc_objective_change,phreeqc_ok,thermodynamic_constraints_active_count,thermodynamic_bound_hit_count,constraints_binding,reaction_extents,dominant_reaction,dominant_reaction_family,dominant_reaction_unconstrained,dominant_reaction_family_unconstrained,seed,split,is_true_edge,true_process,true_process_family,probability_hydraulic_chemistry,probability_hydraulic_chemistry_age,permuted_negative_age_cost,probability_age_permuted_control
MF2101_P0_M0->MF2101_P0_M1,MF2101_P0_M0,MF2101_P0_M1,0.6718092366999845,0.999999,13.815509557935018,0.00084776545886662,-0.0008474063086990672,0.15472786984613066,0.1547278698455038,-0.14386470568986365,-6.26859675278979e-13,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.11845816525473998, 'anorthite': 0.21041178720520662, 'k_feldspar': -0.011647974841088059, 'NO3src': 0.0, 'denit': 0.001415460419615557, 'CaNa_exch': 0.0, 'NaCa_exch': 0.04467857189418173, 'MgNa_exch': 0.020022570140881078, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,1,carbonate_weathering,carbonate,0.7535226080451113,0.7476525792653314,-0.009346678346417722,0.7503083400280709
MF2101_P0_M0->MF2101_P1_M1,MF2101_P0_M0,MF2101_P1_M1,0.8600962229702739,0.999999,13.815509557935018,0.000743121105881629,-0.0007428451281074347,0.15711590793693678,0.16353788907778294,-0.1514652679723901,0.006421981140846161,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.020477315015172734, 'albite': 0.15737474223556525, 'anorthite': -0.19362890670453792, 'k_feldspar': -0.01431295724453769, 'NO3src': 0.0, 'denit': 0.20509314130849968, 'CaNa_exch': 0.1595428208784036, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04748272461710208}",denit,denitrification,NO3src,other,2101,development,0,,,0.6012956339417377,0.5822316108418046,-3.127110634010574,0.9960417230778703
MF2101_P0_M0->MF2101_P2_M1,MF2101_P0_M0,MF2101_P2_M1,1.244744689791351,0.999999,13.815509557935018,0.01244329575124609,-0.01236651423396344,0.15998178943057267,0.16091615222294367,-0.1492094798002004,0.0009343627923709963,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.005662280877739431, 'albite': 0.20184451613206172, 'anorthite': -0.12046241691347123, 'k_feldspar': 0.02874474803596559, 'NO3src': 0.0, 'denit': 0.008077941033511052, 'CaNa_exch': 0.11911291085709311, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0432632502950682}",albite,silicate_exchange,albite,silicate_exchange,2101,development,0,,,0.6503519346390901,0.6399267113546766,-0.0019876290013565137,0.6359424948099365
MF2101_P0_M0->MF2101_P0_M2,MF2101_P0_M0,MF2101_P0_M2,1.4173613240427672,0.999999,13.815509557935018,0.007217635894293226,-0.007191713418268756,0.15276073029070103,0.15355672652260519,-0.1428499751620656,0.0007959962319041558,True,9,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.007080566212000753, 'anorthite': -0.020861822582882137, 'k_feldspar': -0.007413250701567738, 'NO3src': 0.025823813989025682, 'denit': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.030208479191787683, 'NaMg_exch': 0.0}",MgNa_exch,silicate_exchange,denit,denitrification,2101,development,0,,,0.7706222280863426,0.7680517119056753,-0.016605375695117136,0.7708272438655608
MF2101_P0_M0->MF2101_P1_M2,MF2101_P0_M0,MF2101_P1_M2,1.4832379639287077,0.999999,13.815509557935018,0.3115896258145042,-0.27123985639204345,0.1969694933903627,0.25629059352445,-0.22816340555648046,0.059321100134087285,True,7,4,"{'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.14112755188652698, 'anorthite': -0.13849643372648232, 'k_feldspar': 0.0, 'NO3src': 0.0, 'denit': 0.29250644416541904, 'CaNa_exch': 0.10577924796002672, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.005555206220359314}",denit,denitrification,NO3src,other,2101,development,0,,,0.0012053987042556736,0.0010825426642870897,-0.24726334566341732,0.0010402965334718065
MF2101_P0_M0->MF2101_P2_M2,MF2101_P0_M0,MF2101_P2_M2,1.775174164348791,0.999999,13.815509557935018,0.007173330237442145,-0.007147724284477805,0.16434890383813353,0.16942026154045106,-0.15650812305062764,0.005071357702317536,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.015477773866200991, 'albite': 0.10705366386286252, 'anorthite': 0.13426059924182188, 'k_feldspar': 0.014781708602155816, 'NO3src': 0.0, 'denit': 0.010741781026712164, 'CaNa_exch': 0.04926518492017966, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.01494773681599628}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,0,,,0.48551246339794135,0.46065841938049074,-0.14101823114971362,0.5161946275560545
MF2101_P0_M0->MF2101_P0_M3,MF2101_P0_M0,MF2101_P0_M3,2.162529490435008,0.999999,13.815509557935018,0.004833877873384179,-0.004822232199833811,0.15601773564036414,0.1577840436387195,-0.14650787094637943,0.0017663079983553653,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.16156658876318497, 'anorthite': -0.04373590618350117, 'k_feldspar': 0.01703296277922822, 'NO3src': 0.02752778499079053, 'denit': 0.0, 'CaNa_exch': 0.03446377571359267, 'NaCa_exch': 0.0, 'MgNa_exch': 0.02702737230321554, 'NaMg_exch': 0.0}",albite,silicate_exchange,albite,silicate_exchange,2101,development,0,,,0.7051106175759609,0.6964652021043516,-0.48257901054878033,0.835422468517126
MF2101_P0_M0->MF2101_P1_M3,MF2101_P0_M0,MF2101_P1_M3,2.230696917753396,0.999999,13.815509557935018,0.2569181875709858,-0.22866284202535003,0.20056789467847394,0.2602029575820354,-0.23127278543786758,0.05963506290356144,True,7,4,"{'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.07953207180262278, 'anorthite': -0.0777032035091781, 'k_feldspar': 0.01080381664342702, 'NO3src': 0.0, 'denit': 0.3062984498600022, 'CaNa_exch': 0.07653282033061629, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.005909573926695685}",denit,denitrification,NO3src,other,2101,development,0,,,0.0009030610050630231,0.0007411323039351726,-0.0015198033564027395,0.0005082123311100676
MF2101_P0_M1->MF2101_P0_M2,MF2101_P0_M1,MF2101_P0_M2,0.74574866112736,0.999999,13.815509557935018,0.03737561436704552,-0.036694076168660654,0.1579965276203541,0.1582270376283229,-0.14689042006161376,0.00023051000796880938,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.15163209579026524, 'anorthite': -0.3196230048255892, 'k_feldspar': 0.0, 'NO3src': 0.004171682805952395, 'denit': 0.0, 'CaNa_exch': 0.09329725593504347, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0039009642713153736}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,1,carbonate_precipitation,carbonate,0.6976619466535449,0.6996310993775753,-0.3494462035788552,0.7966258017744638
MF2101_P0_M1->MF2101_P1_M2,MF2101_P0_M1,MF2101_P1_M2,0.8809662389006107,0.999999,13.815509557935018,0.6202476542411629,-0.48257901054878033,0.20432811060530673,0.281939459093261,-0.24837413358719146,0.07761134848795428,True,7,4,"{'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.2973937336110146, 'anorthite': -0.4551499857575598, 'k_feldspar': 0.004859594129618279, 'NO3src': 0.0, 'denit': 0.3190029635215783, 'CaNa_exch': 0.21678661796848694, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.051146880079572916}",anorthite,silicate_exchange,NO3src,other,2101,development,0,,,0.00018430675281861107,0.00020730215506776738,-0.2948557387019878,0.00015175022955651158
MF2101_P0_M1->MF2101_P2_M2,MF2101_P0_M1,MF2101_P2_M2,1.3287097836338355,0.999999,13.815509557935018,0.021913683495710445,-0.02167702979562957,0.16223874994547113,0.16785894374467208,-0.15517210977118237,0.005620193799200951,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.2557801957883095, 'anorthite': -0.16958549688704344, 'k_feldspar': 0.021069431130315723, 'NO3src': 0.0, 'denit': 0.030301558405701846, 'CaNa_exch': 0.16036470243855225, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.06425296066397602}",albite,silicate_exchange,NO3src,other,2101,development,0,,,0.5165545529630535,0.49974880023786467,-3.2726594495068455,0.9955133157755888
MF2101_P0_M1->MF2101_P0_M3,MF2101_P0_M1,MF2101_P0_M3,1.4916250604015535,0.999999,13.815509557935018,0.007497541345771475,-0.007469574484131744,0.16084533448331872,0.16140948156617624,-0.14963433783343696,0.0005641470828575135,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.3052157475753785, 'anorthite': -0.3428972298099934, 'k_feldspar': 0.02576251983270953, 'NO3src': 0.005875653807717242, 'denit': 0.0, 'CaNa_exch': 0.12850371694604365, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.00803716770389807}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,0,,,0.64131762370514,0.6282599334264952,-0.3824708402435673,0.7591478214154562
MF2101_P0_M1->MF2101_P1_M3,MF2101_P0_M1,MF2101_P1_M3,1.599292144970266,0.999999,13.815509557935018,0.4342360158618127,-0.3606323143123855,0.20698297466649807,0.28590274052320513,-0.2514609935021922,0.07891976585670707,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.24738766537186402, 'anorthite': -0.41718914458928746, 'k_feldspar': 0.01548752720515899, 'NO3src': 0.04184217539946901, 'denit': 0.3708416817922522, 'CaNa_exch': 0.20279770238176836, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05907149267943604}",anorthite,silicate_exchange,NO3src,other,2101,development,0,,,0.0001383328790202317,0.0001246301997356136,-0.14550175735098986,8.716826527296857e-05
MF2101_P0_M1->MF2101_P2_M3,MF2101_P0_M1,MF2101_P2_M3,1.8279570039049597,0.999999,13.815509557935018,0.00013972911102443103,-0.0001397193498214694,0.162054507581559,0.17148897327200802,-0.15827556643486673,0.009434465690449007,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.2538021313545382, 'anorthite': -0.19080937440941484, 'k_feldspar': 0.01932090705254899, 'NO3src': 0.0, 'denit': 0.2425742598210031, 'CaNa_exch': 0.17102390387620178, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.08072007248278207}",albite,silicate_exchange,NO3src,other,2101,development,0,,,0.4446564155154395,0.4146732140953978,-0.0015603967065801788,0.4152464316689774
MF2101_P0_M1->MF2101_P2_M1,MF2101_P0_M1,MF2101_P2_M1,1.0785526631462456,0.7495639915286751,1.096288260169226,0.28822861417668505,-0.2532681074104959,0.16476159482823033,0.16564945494318273,-0.1532784037420777,0.000887860114952399,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.3549146805785878, 'anorthite': -0.43545231651527944, 'k_feldspar': 0.03596764227649817, 'NO3src': 0.0, 'denit': 0.033327166545047165, 'CaNa_exch': 0.23163040957254072, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.09134143403016118}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,0,,,0.02393392859556735,0.014252299586712548,-0.21370493777478933,0.013357412741230293
MF2101_P0_M1->MF2101_P1_M1,MF2101_P0_M1,MF2101_P1_M1,0.5681466056682585,0.3639922248698697,-0.5580782811517749,0.23825723794973727,-0.21370493777478933,0.16316572471859453,0.16807322251091378,-0.155355572946987,0.004907497792319249,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.31126777156050994, 'anorthite': -0.5053264955904286, 'k_feldspar': -0.00955912043525793, 'NO3src': 0.0, 'denit': 0.2278731523827577, 'CaNa_exch': 0.2786446848655074, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.10049925461637478}",anorthite,silicate_exchange,anorthite,silicate_exchange,2101,development,0,,,0.011947829152016138,0.00586014755520414,-0.013138394235153074,0.004205927140972731
MF2101_P0_M2->MF2101_P0_M3,MF2101_P0_M2,MF2101_P0_M3,0.7465099408253357,0.999999,13.815509557935018,0.0015616147589870627,-0.0015603967065801788,0.15378747644633203,0.1537960768671708,-0.143057442650412,8.600420838777989e-06,True,8,6,"{'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'denit': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.15130761711367513, 'anorthite': -0.04642684331931659, 'k_feldspar': 0.02946554948888452, 'NO3src': 0.0, 'denit': 0.0, 'CaNa_exch': 0.040850761528728276, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.00478057627568827}",albite,silicate_exchange,albite,silicate_exchange,2101,development,1,silicate_weathering,silicate_exchange,0.7671949935302913,0.76267499350941,-0.0010689552421738436,0.7625271234257566
MF2101_P0_M2->MF2101_P1_M3,MF2101_P0_M2,MF2101_P1_M3,0.9484905825993138,0.999999,13.815509557935018,0.9124456628189976,-0.648382874717027,0.19860716699418152,0.2636889803202843,-0.23403520557377544,0.0650818133261028,True,8,4,"{'calcite': 'upper', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.11615425346782889, 'anorthite': -0.13628492546193133, 'k_feldspar': 0.01236494504295574, 'NO3src': 0.10500229006458581, 'denit': 0.44317447730567716, 'CaNa_exch': 0.13054413787976066, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.06284600799729406}",denit,denitrification,gypsum,sulfate_source,2101,development,0,,,0.0006986662838404209,0.0011315212987112154,-0.0008954289807309424,0.00038603842174003114
MF2101_P0_M2->MF2101_P2_M3,MF2101_P0_M2,MF2101_P2_M3,1.3006330362982887,0.999999,13.815509557935018,0.0019896056452746755,-0.0019876290013565137,0.1651021393610867,0.16917021097444537,-0.1562942758038374,0.004068071613358676,True,8,5,"{'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.12768079741586394, 'anorthite': 0.03616088785804177, 'k_feldspar': 0.019171935245141745, 'NO3src': 0.0, 'denit': 0.28565136360199644, 'CaNa_exch': 0.12568343732127282, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.09473874632323183}",denit,denitrification,NO3src,other,2101,development,0,,,0.4904798879797246,0.4638000513352903,-0.0001397193498214694,0.4630363526860158
MF2101_P0_M2->MF2101_P1_M2,MF2101_P0_M2,MF2101_P1_M2,0.4777669771979798,0.8519127171580785,1.7496822280689035,1.0233032214080289,-0.7047314339571483,0.19246014819520194,0.257269985451143,-0.22894269210676244,0.06480983725594106,True,8,5,"{'calcite': 'upper', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.14336093605102504, 'anorthite': -0.13916118326223675, 'k_feldspar': 0.0069956571873334835, 'NO3src': 0.0, 'denit': 0.3334414886046007, 'CaNa_exch': 0.1199754608098529, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04439507553830112}",denit,denitrification,NO3src,other,2101,development,0,,,2.646183514221685e-05,2.1542744829417213e-05,-0.06606239053586303,7.452741700534017e-06
MF2101_P0_M2->MF2101_P2_M2,MF2101_P0_M2,MF2101_P2_M2,1.1084162174804317,0.4566108783502764,-0.1739941192496794,0.15144563997123897,-0.14101823114971362,0.16110983604833434,0.1638510848605244,-0.15173440715637623,0.002741248812190067,True,8,5,"{'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.1260025500827831, 'anorthite': 0.07008787787091388, 'k_feldspar': 0.021179889379262642, 'NO3src': 0.0, 'denit': 0.06950266676577846, 'CaNa_exch': 0.1077817371476559, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.07532515256029712}",albite,silicate_exchange,anorthite,silicate_exchange,2101,development,0,,,0.01872060800801393,0.008576853883791952,-0.6161045420629223,0.018697730259059114
MF2101_P0_M3->MF2101_P2_M3,MF2101_P0_M3,MF2101_P2_M3,1.0308271996501523,0.897733268496953,2.1722885809626185,0.004278963251007014,-0.004269834519495149,0.15991526064661243,0.1623390473260635,-0.15043439498068284,0.002423786679451062,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.03243218132285381, 'anorthite': 0.0813669846052251, 'k_feldspar': -0.011086762798202832, 'NO3src': 0.0, 'denit': 0.2840515244661373, 'CaNa_exch': 0.0787537829935802, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.08500562475824662}",denit,denitrification,anorthite,silicate_exchange,2101,development,0,,,0.0427119489216533,0.018680515289863604,-0.0021323095236680826,0.01861550226179152
MF2101_P0_M3->MF2101_P1_M3,MF2101_P0_M3,MF2101_P1_M3,0.5513383930199346,0.8382211459409508,1.64505165873574,1.175257101456439,-0.7771468651208624,0.19660159902082525,0.2575232288627421,-0.22914409507780095,0.06092162984191685,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.008438723635991274, 'anorthite': -0.1508779160133453, 'k_feldspar': -0.02179222097789129, 'NO3src': 0.16196710358631508, 'denit': 0.5018443407271006, 'CaNa_exch': 0.12281690101926007, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.06909691400885445}",denit,denitrification,gypsum,sulfate_source,2101,development,0,,,2.514056477243787e-05,2.289363197483394e-05,-0.004269834519495149,6.336647136338879e-06
MF2101_P1_M0->MF2101_P1_M1,MF2101_P1_M0,MF2101_P1_M1,0.674099904934579,0.999999,13.815509557935018,0.0015209588428203732,-0.0015198033564027395,0.15587994976876615,0.15600722441375378,-0.1449720197235243,0.00012727464498762942,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.08772305042534204, 'anorthite': -0.13805718797918143, 'k_feldspar': 0.0, 'NO3src': 0.0, 'denit': 0.2631994853122073, 'CaNa_exch': 0.08756956899550773, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.024906140617074496}",denit,denitrification,denit,denitrification,2101,development,1,denitrification,denitrification,0.7339080963520812,0.726591543525143,-0.0277373154421401,0.735161747012072
MF2101_P1_M0->MF2101_P2_M1,MF2101_P1_M0,MF2101_P2_M1,0.8065182300431836,0.999999,13.815509557935018,0.00026053372209233,-0.00026049978907582516,0.1551749986855306,0.15517499868360643,-0.14425184650844872,-1.92418303512909e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.12807711232239039, 'anorthite': -0.06470662675251813, 'k_feldspar': 0.04795900310596251, 'NO3src': 0.0, 'denit': 0.06736413095871302, 'CaNa_exch': 0.038197930128582094, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.015602113873353559}",albite,silicate_exchange,albite,silicate_exchange,2101,development,0,,,0.746777053106302,0.7401502674172596,-0.5673948097038799,0.8796722188268411
MF2101_P1_M0->MF2101_P0_M1,MF2101_P1_M0,MF2101_P0_M1,0.9213826629017321,0.999999,13.815509557935018,0.009390494951315843,-0.009346678346417722,0.16301863307871622,0.1651142589626622,-0.15281915857129205,0.0020956258839459896,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.09559262383511939, 'anorthite': 0.05281631236534771, 'k_feldspar': -0.010202626779495492, 'NO3src': 0.2239193564966331, 'denit': 0.3027319784674798, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0022143887487763242, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2101,development,0,,,0.5707705501276717,0.5527844671299363,-0.7771468651208624,0.8157801994034333
MF2101_P1_M0->MF2101_P1_M2,MF2101_P1_M0,MF2101_P1_M2,1.4260972603695359,0.999999,13.815509557935018,0.3429326115098238,-0.2948557387019878,0.1881742462478446,0.256569386838057,-0.22838529879122463,0.06839514059021243,True,7,3,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.07559169431393555, 'anorthite': -0.04745976253842756, 'k_feldspar': 0.014051481135107059, 'NO3src': 0.06514240871885811, 'denit': 0.3890367367588998, 'CaNa_exch': 0.015585372665470332, 'NaCa_exch': 0.0, 'MgNa_exch': 0.020842413595830535, 'NaMg_exch': 0.0}",denit,denitrification,NO3src,other,2101,development,0,,,0.0011808159053672534,0.0011013431553500016,-0.2307431392017654,0.000990135320707606
MF2101_P1_M0->MF2101_P2_M2,MF2101_P1_M0,MF2101_P2_M2,1.4922780509037146,0.999999,13.815509557935018,0.0020730677559737394,-0.0020709219161491104,0.16155252368174566,0.16226655265078402,-0.1503720233893009,0.000714028969038355,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.056011343025591666, 'anorthite': 0.09797563380388775, 'k_feldspar': 0.031233462294071028, 'NO3src': 0.0, 'denit': 0.10043683569080089, 'CaNa_exch': 0.020827877046970037, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.007701943720117449}",denit,denitrification,anorthite,silicate_exchange,2101,development,0,,,0.6253935603606667,0.6088793740324439,-0.1507158827095177,0.6658896947342301
MF2101_P1_M0->MF2101_P0_M2,MF2101_P1_M0,MF2101_P0_M2,1.5546700112876892,0.999999,13.815509557935018,0.010831543055152382,-0.01077330207503216,0.15533779281223994,0.15548390496038386,-0.14451922156595337,0.0001461121481439176,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.03850394439588592, 'anorthite': -0.004395407522213182, 'k_feldspar': 0.0, 'NO3src': 0.06224318168500573, 'denit': 0.08236894206463408, 'CaNa_exch': 0.0, 'NaCa_exch': 0.05335289345123252, 'MgNa_exch': 0.050167256775869626, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2101,development,0,,,0.7420476503178541,0.7384053969558717,-0.9885736182239688,0.934795914975005
MF2101_P1_M0->MF2101_P1_M3,MF2101_P1_M0,MF2101_P1_M3,2.163219725298923,0.999999,13.815509557935018,0.2788917444290008,-0.24599387822401111,0.19536019095679086,0.2633081868036762,-0.23373382532337825,0.06794799584688532,True,7,4,"{'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.06421855452357375, 'anorthite': -0.06674493749094924, 'k_feldspar': 0.01467123239961035, 'NO3src': 0.21285053123995848, 'denit': 0.5367420713060279, 'CaNa_exch': 0.03883367215174522, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",denit,denitrification,gypsum,sulfate_source,2101,development,0,,,0.0007185049516449972,0.0005976340546164792,-0.004822232199833811,0.0004003533340251261
